gene_id,B1_fpkm_CL,B2_fpkm_CL,B3_fpkm_CL,B4_fpkm_CL,B5_fpkm_CL,B6_fpkm_CL,B7_fpkm_CL,B8_fpkm_CL,B9_fpkm_CL,B10_fpkm_MO,B11_fpkm_MO,B12_fpkm_MO,B13_fpkm_MO,B14_fpkm_MO,B15_fpkm_MO,B16_fpkm_MO,B17_fpkm_MO,B18_fpkm_MO,B19_fpkm_MI,B20_fpkm_MI,B21_fpkm_MI,B22_fpkm_MI,B23_fpkm_MI,B24_fpkm_MI,B25_fpkm_MI,B26_fpkm_MI,B27_fpkm_MI,C1_fpkm_CL,C2_fpkm_CL,C3_fpkm_CL,C4_fpkm_CL,C5_fpkm_CL,C6_fpkm_CL,C7_fpkm_CL,C8_fpkm_CL,C9_fpkm_CL,C10_fpkm_MO,C11_fpkm_MO,C12_fpkm_MO,C13_fpkm_MO,C14_fpkm_MO,C15_fpkm_MO,C16_fpkm_MO,C17_fpkm_MO,C18_fpkm_MO,C19_fpkm_MI,C20_fpkm_MI,C21_fpkm_MI,C22_fpkm_MI,C23_fpkm_MI,C24_fpkm_MI,C25_fpkm_MI,C26_fpkm_MI,C27_fpkm_MI
CLIC1,95.8202963,102.107917,107.665481,80.2218807,143.336272,78.9854084,126.096833,86.4946754,113.187636,,,,,,,,,,80.729694,80.2318068,78.9127442,86.8414937,61.5823433,86.0637338,87.0668217,103.327461,75.2963455,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCN1,0.22004125,0.32885147,0.21792075,0.27796825,0.33231909,0.29407659,0.17471768,0.20830713,0.3827754,0.17341716,0.19395358,0.17951933,0.23787715,0.16473354,0.32421541,0.1505207,0.12948221,0.14688525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.29288876,4.19787106,4.16599971,5.66872374,5.78175816,3.89299672,2.69361694,7.36747723,2.95574958,,,,,,,,,,8.35227471,9.62241795,9.3843812,3.48339491,15.3160248,5.54505125,5.18840381,7.06544504,12.847552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.7882019,15.0206669,14.7013813,15.9156572,17.487027,14.633546,11.1109645,17.2001146,10.5680927,,,,,,,,,,21.8349227,20.1980104,17.4682213,15.6139081,22.1818581,17.4331121,17.8031427,19.2472721,19.2173211,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYDE1,10.8080299,10.8821722,9.27771344,9.66748578,9.88450369,9.40893742,9.02750671,8.42263297,10.7825463,,,,,,,,,,8.91450776,9.23055221,7.94970282,10.8489007,7.86035599,9.1965056,8.94749281,8.9625545,8.11495596,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID3,130.403746,137.345584,112.431375,99.188266,132.547077,114.516406,178.509618,111.961202,155.382514,,,,,,,,,,117.802908,104.146153,104.07187,124.792286,106.2681,126.104216,121.09495,102.286801,104.497854,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASL11B,4.17547813,3.6631459,4.13689635,3.21117063,4.23607086,3.08887481,4.01078532,3.41231929,5.13561853,,,,,,,,,,3.54038134,2.88031629,3.34766584,3.55885288,2.99719543,3.33400719,3.91733314,3.84778445,2.84791622,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC49A3,3.75820564,2.5467796,3.75040043,3.5044216,3.10296357,3.45837538,2.537054,2.39875388,2.57773197,7.17427155,1.92794074,1.90949184,5.09037771,6.86381116,4.86675933,5.00100868,4.77509892,4.16229275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACC1,3.5497614,3.27102247,2.27277406,3.8036576,1.74339379,1.86768447,0.81590764,3.94828461,1.6787038,,,,,,,,,,4.58267273,6.10184967,6.75634917,1.82466891,8.95558538,3.40645582,3.50421835,2.123167,7.98272063,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1755,8.31033936,7.32409219,9.39645393,12.7685056,6.26718446,10.6146082,4.42189276,14.1138015,5.72830901,,,,,,,,,,16.7247485,16.7904532,14.5876578,7.45256087,16.2905452,9.36959716,11.055261,11.5919501,14.145648,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0138511,11.4535013,11.6887186,7.67346376,25.2225308,29.079856,17.004497,8.41586461,28.7006781,,,,,,,,,,10.1808513,5.66472725,10.5366966,14.3379944,5.06513974,7.52640274,10.0613833,12.9633984,15.8107555
,20.7608313,23.1990053,20.2736522,17.6066832,25.3069436,18.5873506,22.9521578,16.3603942,20.6100233,,,,,,,,,,18.2370568,17.5546506,16.9269265,19.2991735,16.7256346,19.9546938,19.0640181,17.5849395,18.5427273,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBA52,50.5688741,52.1510605,44.884114,45.6536278,49.2374122,42.8823394,48.2318938,47.5005625,46.0401454,64.8281812,45.5363035,50.9984505,51.4015126,52.6764548,64.3396364,47.8586679,49.6292533,55.9766731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06847838,0.07049091,0.07735329,0.06296874,0.1026672,0.39006898,0.08075206,0.04624615,0.02751389,,,,,,,,,,0.0174051,0.03228123,0.0186346,0.20222493,0,0.01678314,0,0,0.0412321
SNAI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91807595,0.94773449,1.9933289,1.48155115,1.0122475,1.33680532,1.37521167,1.65805094,1.41801928,,,,,,,,,,1.79405848,2.45941226,2.6724056,2.0597492,3.81019467,1.80516447,2.31261645,1.528024,2.83337698
CLCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4178361,1.2649046,2.58923727,1.65142911,1.38879805,1.17185945,1.76113248,1.42564179,5.56379227,1.11300652,0.9931833,0.48777281,3.46101373,1.16951467,1.23050559,0.53064524,0.96021707,0.6317801,,,,,,,,,
MTREX,53.6628188,32.422659,35.2023901,14.000017,55.485864,46.5652538,22.1894882,23.0153914,39.0463213,149.087702,71.0810366,39.0654798,136.32548,39.1770698,9.53549316,18.7810486,88.1161106,51.5967056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP3,25.9078887,22.343855,20.8389929,35.5716385,11.1503521,17.7609527,10.063664,42.8406678,12.4524366,,,,,,,,,,52.9276036,35.6127818,43.639866,15.7703825,74.2970445,30.7761479,23.7367849,26.950568,50.1119592,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPK2,101.019788,193.600314,109.021786,129.245949,136.79655,108.207116,306.991872,228.333914,81.4906131,,,,,,,,,,82.3441578,92.6468535,66.5151763,121.37371,127.981741,73.836109,97.6799524,117.9767,122.857372,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHM2,38.6774815,45.2671539,47.1139805,39.2099006,59.6116485,37.0087396,59.589838,36.3798694,47.1240423,,,,,,,,,,31.9724312,43.9412942,30.7789389,45.0885312,32.7074288,36.4469928,39.3043277,45.2677407,34.1339173,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMO4,11.2239853,7.09381054,10.0182507,12.9844941,6.10094661,10.6305502,7.10533677,13.7794634,8.71019474,12.3594738,12.7715477,13.7547688,11.5997969,10.6698335,13.3506496,8.87145708,14.6524428,14.2574946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUVBL2,0.79084938,1.50695274,3.98140932,1.1500629,1.79158004,1.5149466,1.02042218,1.12301373,2.37762293,,,,,,,,,,0.83802475,0.79789888,1.31345417,1.22115772,0.84744385,1.26543992,0.64700123,1.66130077,0.44998472,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTN4RL2,0.89491844,0.99306022,1.2998982,3.38364366,0.47448307,2.1050018,0.19541095,2.05569423,0.78176732,,,,,,,,,,2.63050644,2.90861365,1.34147523,1.14002765,3.79748263,2.34254144,2.20413002,1.96620496,2.24047508,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,6.7407212,7.27998142,6.90163339,6.01904197,6.87910526,7.20245413,8.17556284,8.07958877,6.73597316,7.05957385,9.62055763,8.98300467,8.2434105,7.69395908,6.6947531,6.022371,9.11538367,8.84504924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL15,4.98574523,5.10596735,4.09207544,6.37240074,4.97395886,3.66977634,5.46555857,5.31027964,6.15845479,,,,,,,,,,8.5083602,7.23511056,5.39547461,6.42690163,8.09957124,5.58397431,5.7542502,5.54255777,6.19858085,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09640891,2.08327464,3.01763108,2.26107371,5.09746685,3.499094,2.92111372,3.38953917,3.09806385,4.34145042,2.10521624,4.50566186,3.42641109,4.75763784,7.40260062,5.62395166,4.79397997,3.99563602,,,,,,,,,
RMDN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37606267,3.07672048,5.87611712,2.65306087,4.03944087,4.85891265,6.10141883,4.10462169,6.86064494,3.34337423,3.68523988,3.80587117,4.95774125,2.78053043,3.3646917,3.04679609,4.07105678,2.12862173,,,,,,,,,
MEF2A,1.69913057,1.87050275,1.68025217,2.89742041,1.75348675,2.40869338,1.83851491,2.10484796,1.77964181,1.22919931,1.24776332,0.65804452,0.96849326,1.91345707,2.32770558,1.80744836,1.10824669,0.87581491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXYLT1,1.92026386,1.64577906,1.9983926,1.72542945,1.06778243,1.53772839,1.84083558,1.44164029,1.05207227,,,,,,,,,,2.2549067,2.04201283,2.32558459,2.63513946,2.94432414,1.37393517,1.44191885,1.61449158,2.50145349,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSD12,67.094264,50.8433707,60.603525,45.5487268,39.6950066,83.6457809,47.4202083,52.7969528,48.5085999,25.8651425,39.0728824,45.5636714,54.8178375,32.9628235,34.6960042,52.2450771,33.0526194,56.1004487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXOC3L1,16.6980753,15.1422074,14.9634608,9.81745973,14.5079382,20.9053615,19.877276,9.10662802,16.6706456,,,,,,,,,,8.51701152,9.13770683,13.6253512,14.9815482,9.9046506,12.7383108,14.1850191,10.2021585,9.43972675,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04690261,1.8742093,1.07974966,0.2929868,2.29295734,3.90442822,1.41704141,0.94268613,2.41407573,0.77959435,1.76959878,0.35792493,0.15290458,1.60909359,0.4046704,0.51106713,0.71461041,0.79569235,,,,,,,,,
DPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8315177,30.5331255,19.025589,21.664746,16.756635,15.5278975,24.5686116,17.6645492,24.4089879,,,,,,,,,,21.2808073,12.9423282,14.5712219,22.0596019,11.7850837,28.3467234,11.9898151,15.7056558,19.1493261
ARL1,0.7895391,0.36054502,1.38044506,1.33242968,0.93024725,0.97442086,0.89392968,1.88080155,1.02179536,,,,,,,,,,2.16366817,2.0862729,1.6985596,0.96232609,1.95320302,0.84462842,1.16342818,1.44002679,2.04986176,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPO7,2.22958866,1.94441297,1.67851687,2.21425044,0.74963784,1.97197039,2.73107841,1.89871394,1.42513564,1.14232253,0.43635556,0.69136655,1.6847435,1.4141945,0.99889717,1.36396884,1.25713385,1.1566153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFB2,0.79003836,0.66648066,0.71722279,1.04810426,0.88184414,1.46708357,0.9987406,1.14617488,0.5707991,1.12301847,1.83508797,1.30605788,1.05399197,1.35167676,1.16815077,1.7208463,1.38419636,1.20024025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL22,12.3661968,17.1859793,13.1083287,15.8694579,14.9321911,12.8903779,7.41394063,17.8646293,11.6857708,,,,,,,,,,25.4305108,19.2658287,25.9167319,12.0652926,21.1201247,17.4849813,13.7456885,17.8169469,19.2079639,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWP1,1.93668369,2.94502365,3.06705626,5.50752748,1.96237453,2.7205936,1.76202837,3.24261277,2.01406493,2.04488246,1.92094897,0.93338912,3.01010341,0.95133475,1.25556997,1.02549453,2.14902054,1.81438387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBL1,3.10810651,3.66058661,2.63914705,2.41358319,3.67295084,2.5460498,4.69331907,1.3639741,3.35772482,,,,,,,,,,1.25385622,1.97353321,1.92677365,2.41305853,2.3694799,2.76357247,2.70989194,2.22587501,2.67119498,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBD3,2.38013598,2.561967,2.26365928,2.42957103,3.08474455,3.56693818,3.10730477,1.96708868,3.06457739,,,,,,,,,,1.82529859,1.22790227,1.45119006,2.79406777,1.45470818,2.04605969,2.88692658,1.85092589,1.4818167,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNDC1,23.7076478,16.093265,31.6793061,22.0370639,29.0939673,30.9802543,32.5725628,20.4779266,38.4505625,18.918442,18.4355961,9.96063487,17.9223365,24.0147904,14.007513,15.7010929,24.6319664,15.175735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL4,2.73889053,2.54993988,2.89240667,3.41393858,1.71887326,4.16341749,2.07487988,3.59510591,2.51117577,,,,,,,,,,6.57195378,6.82367042,7.01717995,2.25482518,4.69981708,2.67399318,5.29491512,3.93830076,4.291428,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDAH1,83.8119729,73.7753926,82.1755069,91.2587098,62.2521303,89.4806768,66.3140628,110.963745,74.9972508,,,,,,,,,,100.816629,105.870356,104.971248,69.772742,207.097234,101.761235,76.6946534,81.951181,135.056979,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPON1,18.4043027,19.9050897,18.5840204,18.7815885,24.0352634,18.6704291,23.2661163,25.5139686,21.5975913,26.0966302,33.0334792,21.3942364,23.1588415,22.1674988,21.5607548,28.8308914,23.1092631,27.8620364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUS6,3.919556,4.18625569,3.8642704,4.90115918,3.58710242,4.51430987,3.78867602,6.27378462,5.34314995,4.35773895,5.80944761,6.75871832,6.50397958,3.58705271,4.20816532,4.47720338,5.45970264,7.46228736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHK,1.00727895,0.4553767,0.73155275,1.23694007,0.39164127,1.15173966,0.65983668,0.98721907,0.79611924,,,,,,,,,,1.46337245,2.44869704,2.20194143,0.6772247,2.79674551,0.87888556,0.76334375,1.19556639,1.59712448,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,0.3475345,0.41510624,0.1676111,0.43168639,0.21881083,0.44704888,0.24900191,0.41911412,0.39304471,0.2064097,0.29411782,0.13807512,0.34666167,0.18358177,0.22296286,0.36774373,0.21089577,0.11549575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF787,0.21730423,0.06698196,0.24659491,0.15800325,0.07200878,0.25290626,0.20759251,0.1497492,0.11864304,,,,,,,,,,0.3441487,0.23685885,0.55986085,0.27393813,0.35219301,0.12258972,0.30877338,0.17492201,0.19267818,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADIL,161.938268,196.377849,184.584423,137.541675,260.486624,151.797245,205.212494,119.553506,206.589909,,,,,,,,,,142.368889,144.02946,142.462356,179.232002,155.58621,150.131002,166.618198,164.017498,113.554488,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF471,1.35621505,1.01271744,1.28323984,1.31481642,1.39761181,1.38535062,0.8133365,1.77266487,1.6209706,,,,,,,,,,1.89737949,1.71106844,2.12959192,1.09500135,2.49170647,2.08622627,1.59233078,1.12878739,2.04040128,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCDH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06046612,5.26145215,7.3820385,5.9421385,6.83110208,5.13790726,6.44065004,5.22704091,8.97734411,,,,,,,,,,7.90606736,3.02905554,4.60980476,6.70413256,3.65136139,5.1539497,4.90492434,5.34428564,5.33445511
PRCC,64.9664594,59.126592,62.3070557,77.6273346,60.4926118,67.4087216,32.1822925,87.4510893,56.5509583,,,,,,,,,,116.684467,88.3522862,123.378939,55.1111431,140.36258,75.8483129,72.5164247,67.3295067,98.8854153,,,,,,,,,,,,,,,,,,,,,,,,,,,
APC,7.64229484,9.42265761,8.36109087,9.11878505,4.15581723,11.1389679,4.27882599,12.2434313,5.62448852,,,,,,,,,,16.0880022,12.4270457,17.9913801,7.69682461,17.8622331,12.3812089,6.86817439,7.27449077,13.4093721,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRP4,16.4703683,11.0848878,13.1349301,13.9209315,13.4317077,16.9269504,9.53743119,14.1803072,12.3551963,5.31576951,9.34618401,10.2759088,16.1289348,8.59012764,11.0908495,9.7229465,15.0618526,8.65404357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOT7,4.26204905,4.7713599,5.3646968,5.57686432,5.76715249,6.12472389,8.02181434,4.63685165,7.60296124,,,,,,,,,,4.74396838,3.77242795,4.28694693,5.35721199,4.49980336,5.64072036,5.37490732,3.80346481,3.75313939,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB1,63.2428697,38.0938006,55.3234823,50.132709,50.6428484,43.1461004,82.013524,48.9798529,40.6384787,67.2335799,115.792272,72.0025983,58.2157047,47.9539405,46.314133,80.0635203,63.3763927,68.9470913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN18,87.3440392,115.194986,100.254648,82.0750489,137.03071,111.565095,148.512323,76.3073698,104.756821,,,,,,,,,,95.4238886,84.2788541,111.845497,99.3724102,63.2913772,91.4398935,72.3971938,103.869862,76.3255176,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAZAP1,1.40257907,1.57895021,2.13140584,2.33524889,1.22862792,1.79299281,1.04861369,2.40936739,1.33178336,,,,,,,,,,2.41058274,2.92464811,2.87087845,1.94209942,2.68352798,1.84395431,1.86298623,1.76716985,2.88802397,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5211735,45.8358213,40.8835825,41.64133,40.0548278,48.5090346,37.7727759,51.325324,39.3404933,49.4114321,43.1733517,35.0595989,58.7347761,53.7743753,59.2910961,38.6739907,58.9370096,56.2749884,,,,,,,,,
TPCN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41588346,2.51013076,3.59861479,1.19346726,1.34442972,3.16282585,4.11849119,2.39050477,4.02961633,1.36408134,1.67368864,1.97159948,2.25924417,1.25132573,2.62246236,2.31837566,1.68896219,1.15262406,,,,,,,,,
HPGD,0.76712802,0.32198793,0.22226299,0.75953499,0.27692186,0.25594565,0.46331759,0.62987495,0.3870077,,,,,,,,,,0.66174078,0.8798277,0.93277961,0.4504992,0.97477002,0.55983419,0.40199786,0.44516379,0.80363235,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBXO30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40713107,0.23169555,0.23555646,0.14609722,0.34539546,0.07985473,0.13115009,0.28612856,0.22342766,,,,,,,,,,0.08076503,0.14043271,0.05404394,0.20260611,0.1506822,0.20443226,0.11117407,0.16810232,0.07972071
GNG11,210.654939,198.959451,218.004832,146.186463,199.034842,148.446047,314.269178,155.506552,172.167942,,,,,,,,,,118.619764,148.078708,118.287235,152.667762,115.839235,145.044024,150.728584,202.562745,140.298106,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.9674518,11.0142529,9.07336527,5.57357646,10.3167758,7.1948197,11.8774882,6.0950934,6.4018878,,,,,,,,,,3.76522778,7.64239134,6.21476242,6.29085297,4.65669113,5.90774305,6.45141799,8.10805626,5.83104707,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.14022456,1.40585332,1.63617849,1.67595793,0.62404505,1.40588915,0.602359,1.68979396,1.05572924,,,,,,,,,,3.39256365,2.24511271,2.65337505,0.35141629,3.49729807,1.22838994,1.32401438,1.3654384,3.31503303,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKBH7,46.7004007,36.6498635,29.8955753,25.9924343,17.6142715,30.6321616,27.1239168,14.0577859,44.4597947,,,,,,,,,,15.7289632,12.0128109,21.7737123,30.08589,30.1711438,21.1750419,30.4355794,19.1531137,19.9421431,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPBP1,16.2802594,16.4749585,17.428956,14.2943117,13.680501,20.0200368,20.7927814,15.0999075,22.4252521,14.4414855,5.08368964,5.62820738,7.35367771,10.7841886,18.0889321,13.6756308,7.38515174,9.68330384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBXO11,9.05766759,7.61632548,8.00231221,8.24287122,6.14553369,12.0062768,9.16909948,7.30207699,9.22468386,,,,,,,,,,7.10534479,7.59283006,7.51046923,9.43119058,6.95399916,6.70340524,7.85695344,6.99366529,7.41397717,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08596059,0.2123686,0.03884049,0.22132425,0.16496341,0.20738194,0.08109416,0.75855368,0.13815223,0.04416832,0.01806442,0.1182908,0.28876295,0.22284541,0.02183506,0.01930318,0.04763132,0.05303572,,,,,,,,,
ZMYND11,0.09315954,0.57431078,0.33829318,0.18063167,0.09878582,0.36521206,0,0.59918432,0.69754883,,,,,,,,,,0.18884925,0.07384925,0,0.09889584,0.14641175,0.08408784,0.44124293,0.07057887,0.07774326,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVR,8.24420233,8.86804424,9.27074782,11.3803345,7.8427094,7.14888982,6.85250789,11.8768808,7.70565877,5.49776207,17.0146103,16.5935257,12.8996032,8.55819854,7.47831078,12.2537332,15.0272152,10.1022578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8166814,0.48324362,2.78401207,0.9712713,2.11147518,0.47189651,3.98583339,3.17035996,2.54635385,,,,,,,,,,14.3182749,5.64317197,4.21567407,4.53709139,4.85698332,2.07099349,5.45795586,2.80486597,4.23994024
HK3,6.8297169,6.83958555,6.66052144,8.54400049,7.9221345,6.98590855,6.69136151,7.57700214,8.72782609,10.3669401,8.3759656,8.29714568,7.29380097,8.14375639,7.84688268,8.90179813,7.07383969,8.62009183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD9,108.329109,124.642974,96.3737889,111.12077,119.298755,101.041805,142.460804,97.0297074,124.768423,,,,,,,,,,86.9486598,104.805646,78.4906738,106.430655,119.815485,109.58821,93.4956662,103.833555,99.6936422,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.61366074,2.39249468,3.19964053,3.95438602,3.19143595,3.26018571,2.59413144,4.47554001,3.26170914,,,,,,,,,,5.94052613,3.57872936,5.93614474,2.64847887,5.91258588,4.28935859,3.07609355,3.27023613,5.45286356,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSGALNACT1,4.65238522,6.89386174,4.05119687,6.86271806,4.50826447,4.76645809,6.93376338,6.06801248,5.10816386,9.90903194,7.2800632,8.33931965,4.72426681,4.15640603,11.9005916,10.3593476,6.53600694,7.00387719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.58098219,0.89541106,0.98894012,1.4081191,0.38504377,1.42351027,0.1585763,1.93511102,0.45314673,,,,,,,,,,1.47217943,1.03624886,2.51740898,1.54189043,1.48376377,1.31101802,1.85744946,0.66023937,2.06056899,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBK2,19.9109259,18.5437611,20.0928343,17.4805281,23.3788154,19.2628767,19.7791144,22.2991818,25.2743443,20.1732604,23.313854,23.0068198,28.1592842,19.1118285,19.8520321,22.7198238,27.4989051,25.6402728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCMH1,14.087731,21.3134641,9.94723742,11.2164696,15.9488818,9.27135648,9.88229452,20.1979959,14.0985617,14.9088236,17.952961,18.9844531,12.9062786,24.9550286,22.5021028,29.8725511,13.7821015,16.8530425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTBP2,5.11902942,3.29666707,2.17838586,4.05440619,2.44753123,3.89714559,1.87126941,1.99479498,3.53636684,2.26309799,1.78790255,1.79451652,2.72472256,2.73379342,3.01252328,2.6940213,1.85961441,1.90951161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM162A,3.85774981,2.97762014,3.34559,4.05165748,2.36131843,4.54165574,2.55105997,4.30108812,3.90425224,,,,,,,,,,5.37246467,4.38204466,4.86302123,4.10361454,6.24161509,3.80765036,3.03789439,3.73057637,5.31325174,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPHD2,2.20556443,3.44454381,2.23959161,1.4730093,2.77187234,1.95345579,2.65771065,2.70205099,2.8747568,,,,,,,,,,1.60625921,1.86495003,2.17346948,2.53215054,1.65612943,1.81383143,1.7333426,2.36410458,1.85421589,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP1,12.2383603,6.29275386,15.7437562,11.2948588,6.40373654,24.2246362,15.4037736,14.6086396,19.9747152,6.86940998,8.1478115,4.83605997,15.8545454,7.08804037,8.48859982,7.13790762,6.17729566,6.9012329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22.443195,17.0286782,18.0237467,34.5898218,41.8001565,13.2539618,24.8171907,22.2077428,31.5986675,,,,,,,,,,20.4148426,10.7202932,14.5567043,12.5234683,15.3750867,12.7260021,21.5326548,13.7333967,27.613619,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKP,9.95984135,8.41781318,8.7501981,8.72138217,13.201695,9.91879823,14.7324666,6.27313618,13.2312442,,,,,,,,,,8.3854404,9.61449349,6.62205263,8.35617441,8.26838353,8.55497162,8.97828011,8.51934306,8.24463161,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3R6,2.25619251,2.03165108,2.34742768,3.170388,1.93546759,2.78267152,1.35618106,2.60879061,1.83489052,,,,,,,,,,3.80282007,3.79810246,4.29876734,2.58349761,3.38652004,1.76190587,3.28993351,2.0934374,3.63873142,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOK4,9.87302944,13.4941763,10.9085312,11.3524268,11.2808749,11.4015025,11.7818986,13.2206749,13.5626665,14.3163032,10.4402107,13.4507698,11.7837503,14.4300217,14.3893423,14.6853979,13.1635883,14.8830074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC102A,1.38775594,1.28328754,1.57481307,2.50392868,1.26718361,1.96458902,1.64138571,1.73556837,1.15456357,,,,,,,,,,2.89134709,3.33085569,3.17813605,1.47320702,2.18103016,2.05290303,2.15448271,1.72309785,2.02668639,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0822042,2.69288427,5.98395615,1.08248558,9.41298858,10.2556439,10.1801024,7.59676328,11.5093466,,,,,,,,,,5.78469237,3.69960982,5.12551074,8.00629231,1.35328161,3.46219522,1.68969795,4.88442786,1.89017183
PPT1,3.49515909,2.61314538,4.92830814,2.88380334,2.64168578,4.77384337,7.2665384,1.9815368,5.15060316,3.235839,1.82744707,0.94544565,2.33879877,3.38435096,2.16952085,3.73046222,1.30654182,1.55343038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYGO1,0,0,0,0,0,0,0.019987,0,0.02284589,0.21974649,0.05508623,0.02738172,0,0,0,0.02295862,0,0.013906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
