gene_id,B1_fpkm_CL,B2_fpkm_CL,B3_fpkm_CL,B4_fpkm_CL,B5_fpkm_CL,B6_fpkm_CL,B7_fpkm_CL,B8_fpkm_CL,B9_fpkm_CL,B10_fpkm_MO,B11_fpkm_MO,B12_fpkm_MO,B13_fpkm_MO,B14_fpkm_MO,B15_fpkm_MO,B16_fpkm_MO,B17_fpkm_MO,B18_fpkm_MO,B19_fpkm_MI,B20_fpkm_MI,B21_fpkm_MI,B22_fpkm_MI,B23_fpkm_MI,B24_fpkm_MI,B25_fpkm_MI,B26_fpkm_MI,B27_fpkm_MI,C1_fpkm_CL,C2_fpkm_CL,C3_fpkm_CL,C4_fpkm_CL,C5_fpkm_CL,C6_fpkm_CL,C7_fpkm_CL,C8_fpkm_CL,C9_fpkm_CL,C10_fpkm_MO,C11_fpkm_MO,C12_fpkm_MO,C13_fpkm_MO,C14_fpkm_MO,C15_fpkm_MO,C16_fpkm_MO,C17_fpkm_MO,C18_fpkm_MO,C19_fpkm_MI,C20_fpkm_MI,C21_fpkm_MI,C22_fpkm_MI,C23_fpkm_MI,C24_fpkm_MI,C25_fpkm_MI,C26_fpkm_MI,C27_fpkm_MI
SLC16A10,6.4480575,6.11940345,6.78629737,7.77952724,5.79136838,7.14688139,7.77272193,8.15809844,6.2699288,7.7419945,7.51825004,7.77336562,7.15155399,7.35279901,6.51666372,6.69626313,8.95317793,8.71442536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4675189,71.3020144,65.70471,62.4452806,68.0211579,81.6627914,69.6891302,71.1331018,69.3814394,73.1298091,82.6232633,81.6151525,90.5411111,99.384984,63.901673,91.6770088,86.6860853,90.4657866,,,,,,,,,
ORC4,7.82468491,6.68321041,9.4052009,8.13676204,6.21134836,8.0543306,8.01786162,6.66740704,7.85547293,,,,,,,,,,6.91188243,6.34137803,9.13267306,6.21826621,6.52658518,6.66816538,6.37697855,5.33196192,7.8795785,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC5A6,528.239631,591.481819,521.749063,456.200113,581.367816,469.831689,598.205419,478.192524,568.609875,,,,,,,,,,477.29815,462.313922,473.913665,446.956065,367.908682,452.608424,510.034675,533.858547,421.006446,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27384403,0.16108121,0,0.03597301,0,0.05243295,0.18452932,0.14090489,0.50298348,,,,,,,,,,0.59659479,0.25818434,0.34066053,0.16804042,0.35078213,0.11505519,0.30321977,0.70121649,0.40829054
TBC1D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1754063,1.58637976,1.63754717,1.35104431,1.38629933,0.94523172,1.57089025,1.34063697,1.79461016,0.90592191,1.11154017,1.05906585,1.43461481,1.17730379,0.72153884,0.72585555,1.4111505,1.14823143,,,,,,,,,
CHRNA10,2.58568433,2.59315072,2.48214641,2.89056553,2.67624979,2.92216029,2.6068856,2.84187047,2.94889019,,,,,,,,,,2.82143241,2.12817667,1.78496275,2.28522596,1.89575587,2.49023258,2.51969564,2.56818979,2.59142322,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPT5H,18.2506293,20.5526686,20.2171848,18.2684066,20.3309806,17.6932011,25.2487941,22.1571662,19.4868857,37.9620028,21.2135202,28.7266634,19.8555567,25.6157764,23.3508607,25.367053,23.9436993,29.1780754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTGER4,0.11234396,0.09234388,0.52694596,0.16337197,0.17869329,0.29361365,0.26575245,0.15483746,0.257032,0.28094306,0.18780542,0.09802009,0.05273497,0.09738605,0.06069469,0.18785469,0.0519422,0.04266873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPL31,32.5354703,26.1619513,31.839486,30.4073649,22.0347494,30.69192,24.0716099,41.0545959,26.7234049,,,,,,,,,,39.5529753,48.0641327,42.6375379,27.9106984,36.5677476,33.1977332,29.3417078,34.1468433,36.7582149,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF618,1.95129956,2.91237842,3.16997011,2.63847376,2.39585367,1.66077985,2.41070603,1.13236555,2.37103569,,,,,,,,,,2.34212884,1.22118183,1.53946404,2.12596271,0.36316287,1.52953747,2.33486619,1.82846034,1.0713115,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPTOR,1.30304684,2.32065453,0.65719375,1.12290771,1.38174305,3.54744199,1.58071279,0.39909274,0.90340718,0.57930339,0.58088096,0.43310786,1.35924104,0.18825901,0.15644025,0,0.40164226,0.54989217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.9515957,9.02810117,12.2543624,10.370383,7.15685274,10.4837345,13.4165765,4.85581465,16.9248401,,,,,,,,,,5.03386395,2.67512174,6.74072514,13.3833498,4.85332385,10.1150365,8.74575616,6.89814514,6.64193125,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCP1A,4.67232557,3.8564026,5.11807312,4.41739559,5.20018398,4.04938695,3.75208943,4.68335104,3.85508298,3.55356376,5.77090106,5.40017568,4.82145733,3.51466572,6.75917537,6.82810834,4.96321571,6.18899588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A14,181.847426,149.172594,165.752744,134.050342,156.840925,137.055503,185.843018,102.889296,143.534333,,,,,,,,,,107.128869,115.920857,100.29691,118.317708,88.0764491,132.370529,130.386675,122.135916,122.120691,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIM1,51.5008195,45.478008,50.4131562,60.9801737,43.6457571,43.6115529,24.3134388,66.0616425,40.9500723,,,,,,,,,,70.2742434,71.9692877,76.5508834,40.2368506,86.8904331,66.7704606,59.3529954,65.5743826,62.2081616,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTMR6,9.51527229,8.37997661,9.97515315,11.5676282,8.84871515,9.0295952,5.27674487,13.4613141,8.10485302,,,,,,,,,,15.1938944,17.0015197,14.0793619,5.81218416,20.2952948,11.485672,11.0524757,8.46758815,17.0157011,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92.344396,117.710738,84.8650723,88.9746454,87.6773539,91.0610622,85.7744155,100.904779,101.057386,110.703972,94.1907557,104.865564,99.2313922,111.576411,139.230842,118.660174,87.6241153,93.9951304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPB41L3,2.13459807,0.89295857,2.42232287,2.8454789,2.10183534,4.40826676,2.49697839,2.66180803,2.85414053,1.83019717,1.94988005,1.51085404,2.61234124,1.13997199,2.43002684,1.14728916,1.48039633,1.41877712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBP2,10.7097643,16.1690574,7.54003448,9.32337317,10.8930363,6.21211669,27.2034591,9.23797361,10.6376196,,,,,,,,,,9.52599181,4.50480407,6.14305363,10.6731435,9.78987777,7.69403698,9.10996935,8.44503285,12.0382449,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST3GAL2,2.59627497,1.55053662,2.23545178,3.72047515,1.34212377,2.43321178,1.33313047,3.66403222,1.93894506,,,,,,,,,,4.1569977,4.47639781,3.99060949,2.56665595,5.7858334,2.38007093,2.45556807,2.39417287,4.09291213,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A15,0.911816,1.36270825,1.25420688,1.76796542,1.05478278,1.70604937,2.44350784,0.86319167,2.10338669,,,,,,,,,,1.34428832,0.72281297,0.77659349,1.4666077,0.82507884,0.97266594,1.09931706,1.17227265,0.94539333,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKCG,6.72616696,5.61972397,6.91015417,7.11422829,4.90222152,7.47915802,4.33643264,11.6125584,5.93992164,,,,,,,,,,13.5558164,10.2200081,12.1638679,5.62655297,19.2744292,9.79735292,7.2536242,6.92105545,13.4431928,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT5DC2,0.92937356,1.05039192,0.73825138,0.90100432,0.65700143,0.796996,0.54961411,1.10300078,0.43492823,,,,,,,,,,1.8839884,1.10509674,0.97953973,0.86327477,2.16050861,1.18840321,1.21052404,1.05615803,1.61578839,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27730513,0.99343787,0.86570763,0.43066309,0.56173868,0.97011082,0.76316274,0.88178372,0.61584925,,,,,,,,,,0.64930333,0.88312608,0.74151508,0.22860828,0.20557028,0.62610101,0.4400119,0.80556649,0.2734539
TUT4,29.4565587,18.106922,26.2779045,31.4461473,11.3296605,32.457367,16.3588973,15.644834,15.0334399,5.15216594,22.5434028,17.2541574,23.2982569,8.19173489,7.77308814,9.02186206,17.9096845,6.04654838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIDEC,4.04348243,2.15587433,4.16686116,3.65518607,3.47650095,3.10605834,3.10214884,3.31362097,3.27311372,,,,,,,,,,4.26454284,5.50105881,4.96563502,3.1903418,5.02375307,3.60041474,3.98561159,4.30531087,5.4263301,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13196416,2.59529473,5.22124179,1.80315944,4.6199307,5.63189834,8.78711543,6.49535055,11.0866227,3.59845456,2.79629361,4.54330593,5.64622043,3.79615528,4.98101116,2.43761844,4.13929593,2.16044693,,,,,,,,,
SIPA1L2,1.75935977,1.76430169,1.29905977,2.50162748,1.04474414,1.6093452,0.66588954,2.50026728,0.73186237,,,,,,,,,,3.11474578,2.90092646,2.72517439,1.36964106,2.76505157,2.32912024,1.79994328,1.61726848,2.03592672,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBL4A,4.22059676,3.94004618,4.05054484,5.14393003,1.53445559,4.96378408,2.83060796,5.70621459,3.16024773,,,,,,,,,,6.11130188,6.50030083,5.53580925,4.86452117,7.77030831,4.02729433,4.96907419,3.79141434,6.39020734,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00014807,0.32683864,0.86077634,0.35035358,0.9139727,0.63832819,0.31450909,0.55750555,0.91851183,0.36706904,0.60051089,0.56175864,0.19198545,0.44896925,0.60488102,0.16042268,0.08796643,0.19589476,,,,,,,,,
SPAG5,17.7208461,16.7243051,20.1642065,21.4074335,13.4587413,22.8235178,12.0338051,24.1082422,13.1067052,,,,,,,,,,26.650714,30.9047946,25.8158694,17.9452761,31.0000879,19.412003,18.8081148,19.7235956,26.7119498,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19.9861135,17.346416,25.0560701,26.4364534,10.5746383,22.4266355,7.90596186,19.9606912,11.7220371,,,,,,,,,,34.4755301,35.3933271,24.0742097,15.8576601,29.2320648,21.0652275,24.6554124,26.2707561,34.8423784,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSL1,16.6543435,10.2670847,15.8344653,10.9094376,31.9792193,3.30860431,5.28286734,2.89506879,21.2050239,6.30350914,36.4567506,17.5044187,31.4819066,28.6787443,32.2212696,9.7375221,24.6612321,20.9421805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARD10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5406806,15.8315323,14.4458215,10.9524658,10.8272327,13.2752544,11.2364856,15.1280298,11.6870051,21.79581,15.1498809,14.6651737,14.656762,20.2403914,15.9236158,16.0480063,16.5574992,12.1188777,,,,,,,,,
TAF2,0.07125683,0.08785695,0.12937858,0,0,0,0,0.0654729,0.08892472,,,,,,,,,,0.07222448,0.22594629,0,0.2269334,0.95190584,0.06431797,0,0.16195527,0.35679039,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBN2,16.3437253,19.2246975,16.2585752,15.1770412,15.670751,16.877224,19.2794705,16.1103001,15.7854851,20.2947691,15.2625273,20.4181124,14.8733921,20.3558299,20.1631223,22.6956149,21.7141302,20.0730335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCHF3,0.0510935,0.04199755,0.06184581,0.00825564,0.08126885,0.09180468,0.10226864,0.04694622,0.12752391,0.0085181,0.0427065,0.03184219,0.00799454,0.05536338,0.03680487,0.04271771,0.00787436,0.05821661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISG20L2,1.52825935,1.46555531,1.69571609,2.07275609,1.17858694,1.69448475,1.68537798,1.70916491,1.44483798,,,,,,,,,,2.33916564,1.63366069,2.21275086,2.07301802,1.69827683,1.81835305,2.1130517,1.80691485,2.0998336,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRK1,0.85007211,0.35635619,0.98780596,0.32964942,0.66704441,1.28302248,1.61488077,0.34367148,0.84867571,0.71427198,0.2898974,0.43229801,0.73421382,0.35370729,0.45925802,0.25585893,0.26726083,0.24537447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUMPD3,2.1163278,1.93285284,3.55791101,6.61111916,0.91427979,4.53240761,1.02691824,10.154846,1.46725788,,,,,,,,,,9.13639631,8.76106722,13.8056304,4.16044574,13.4274718,4.10348639,4.75203417,3.80055028,11.2507903,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCWPW1,107.648023,119.947039,121.249183,143.868914,73.2478935,132.455602,65.5791051,194.303367,86.9381967,,,,,,,,,,202.999241,190.275455,205.345625,80.8312092,246.693173,119.543276,166.571263,94.7614537,182.862623,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLTF,5.45172669,6.15212917,5.78811376,3.89679788,5.63400425,4.93555893,6.86003646,2.88666266,7.20705934,,,,,,,,,,3.55896385,5.09079484,3.93887937,4.11985602,4.97383321,4.37872023,4.81421145,4.83034878,4.1254493,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP3K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50265093,0.2759592,0.90847256,0,0.72346242,0.40421904,0.25290381,0.60348443,0.37699169,0.22957546,0.24647218,0.06587623,0.38273326,0.27641072,0.29791902,0.18812423,0.15473452,0.20674942,,,,,,,,,
VEGFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78299899,4.38683877,6.2655667,6.09535406,5.29537541,5.23394113,4.93937974,4.60259563,5.42660862,4.18555403,3.4629058,3.45947432,4.78769896,4.29387489,4.26470388,4.44044793,4.45629423,3.18432454,,,,,,,,,
SSBP3,3.50661711,4.79863758,4.94421628,4.86899151,1.92049011,4.12911824,4.09490659,2.00636377,3.91121368,2.35128541,2.75707835,2.852993,3.96735039,1.95411366,2.38717975,2.44851547,2.20922154,2.16605104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46033823,0.0631823,4.3159904,0,0.662562,0.06169871,0.73827153,0.41451274,0.14796723,,,,,,,,,,0.3744122,0.39061254,0.35075324,0,0.12700649,0.36103289,0.19822427,0.18336288,0.55435637
RPS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15960112,1.06729123,1.38693959,1.2795623,0.94904309,0.76795896,0.92664279,1.781224,1.43611594,,,,,,,,,,1.60890595,2.09654375,0.99492675,1.34780192,1.8913619,1.45779328,1.87983382,2.06494114,1.79619832
LRRC45,14.3120659,16.1151606,14.3304749,14.1812587,10.9582743,18.3999247,30.1023332,13.1503521,24.5584551,,,,,,,,,,13.9944286,7.09089529,11.0817654,20.265223,11.9412336,13.9252571,14.7139808,14.8612953,13.4014985,,,,,,,,,,,,,,,,,,,,,,,,,,,
,561.508866,770.174705,798.81444,556.85197,1044.0342,632.700105,1176.04243,558.712353,795.089754,,,,,,,,,,470.467405,525.061453,503.96053,669.569065,316.258662,587.815127,483.508934,679.198558,461.539897,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDR17,0,0.02804506,0.0412993,0,0,0,0.02483375,0,0.93673501,,,,,,,,,,0,0.03606247,0,0.07244005,0,0,0.17237616,0.01723273,0.3606582,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBN1,1.11114873,1.291718,1.12402161,2.23140661,0.60595994,1.36903516,0.62389586,3.38374161,0.77256455,,,,,,,,,,3.23391147,3.5610602,2.15636054,1.24697159,6.01228797,1.8339604,1.17286807,1.21462681,3.25870216,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHLHE41,17.1830407,18.4784008,17.6279415,22.3358715,20.3860444,22.4667318,14.9323775,27.5056069,19.5203325,,,,,,,,,,29.83434,35.6108579,27.2154629,21.7993253,38.9033383,25.7685035,21.0582065,19.6730815,32.8587822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,179.780978,205.648012,161.201093,112.331787,200.029738,152.039678,197.409472,154.880809,163.57067,,,,,,,,,,130.158825,173.405705,116.297845,135.695369,74.3486457,145.886935,139.962256,169.97591,123.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED1,680.31081,626.036107,719.40382,460.628384,558.011377,703.158666,791.779356,557.592854,521.445158,,,,,,,,,,354.959816,542.297836,470.241599,466.03419,390.53667,445.461805,559.498901,632.63568,625.410403,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISPLD2,24.6342356,20.1481413,25.6961185,27.0454875,21.422343,25.5823185,19.2362914,27.8061661,21.1734438,,,,,,,,,,34.5042935,31.7491693,32.1731412,27.449984,38.5020862,26.8002819,27.7915485,28.7982038,31.4038137,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFATC4,28.2248082,23.1154018,33.9151686,19.773438,22.6473206,24.4989988,23.3176626,24.7349079,25.7959597,20.1272924,15.4982024,20.3891086,23.8544749,20.3592738,18.5506939,18.5165981,20.9557757,18.988059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90282214,0.6195703,1.46600479,0.70046679,1.72580068,3.28980757,0.6387834,1.24482739,2.35783857,1.4738127,0.94862997,0.83194954,0.79611088,0.4986836,1.00331015,1.04535947,0.52110373,0.75429874,,,,,,,,,
AGL,3.48016235,3.47809221,3.21507813,4.07249696,3.43023097,5.78485066,3.69914511,3.23993679,4.3047921,3.57320659,3.33689864,1.92620047,3.42554411,2.39217613,2.78300446,2.7878873,3.20392772,3.68002476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHODL,0.62293248,0.40661574,0.79837917,1.03021201,0.54398553,0.86190831,0.16002487,0.74071269,0.54874341,,,,,,,,,,0.7428138,0.63904797,2.0254582,0.7779877,1.84285264,0.62842215,1.49259133,0.74955439,1.13143389,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10498864,0.28819781,0.22024849,0.16549964,0.25184917,0.26132841,0.11319426,0.22959055,0.07231427,,,,,,,,,,0.06099401,0.14140699,0.13060531,0.08053095,0.09310556,0.14703611,0.03875032,0.10454823,0.0361232
RPS16,92.6268949,93.9327491,90.4529664,78.2411028,95.9981803,86.1584718,84.4642717,91.3680848,93.9298744,,,,,,,,,,74.961722,77.7890086,86.1042498,81.5711139,80.5602157,79.6454779,87.8060709,77.3218943,83.6400984,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTF3C5,5.17957349,3.82443123,5.43841522,6.80050018,3.38958842,5.96398904,3.50284307,7.28285356,3.51632425,,,,,,,,,,9.14384446,7.73324698,8.11906921,5.10889735,8.50781885,5.79190006,4.96260404,4.85244412,8.44235125,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAFAH1B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18341259,0.05034746,0.29005644,0.04497482,0.16132394,0.31137985,0.29991721,0.15414405,0.48146251,,,,,,,,,,0.14917708,0.12681108,0.05323834,0.2100905,0.06747094,0.20378234,0.14742655,0.13393836,0.04908272
TUB,294.85929,319.673488,313.357753,239.631826,304.859641,263.727234,400.775301,289.448935,297.525196,,,,,,,,,,264.925879,265.563411,254.565616,279.331685,231.566174,261.399467,252.745763,286.341909,270.349891,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26.9893806,37.3211864,28.8902374,26.1097364,32.5247933,23.4623323,35.0582087,17.9776966,27.3615734,,,,,,,,,,24.1478424,22.5810432,22.7515897,20.8317205,19.9423919,21.8160036,22.2958375,25.2868891,23.7237005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131.121565,130.986385,170.300347,104.85003,125.593171,170.015825,374.870197,81.5647537,175.576711,131.878416,124.797689,49.924799,86.7081321,184.184692,64.634523,150.036572,69.6955008,67.0671642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKFB2,1.45372216,1.95532788,1.65566975,2.43432682,1.28926981,2.09827069,0.83685876,2.57430286,2.14401635,,,,,,,,,,3.34878025,3.05907625,2.82294743,1.51517629,3.51013651,1.62230857,2.12822751,1.94239607,2.69100162,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.24334556,4.83960448,5.79719417,7.21316266,4.10012071,7.63650889,3.23007251,10.8466481,4.45975804,,,,,,,,,,10.3025052,10.7975974,8.64460639,6.68566474,10.2661804,8.69875658,6.74282877,7.34565926,8.26242553,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A7,0.07657418,0.23174109,0.17063154,0.05399036,0.08858051,0.26607988,0.24320644,0.2110759,0.13030975,0.17408374,0.01396463,0.08850282,0.07842416,0.06336157,0.00752178,0.0436509,0.0514968,0.18507498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1748752,30.6823054,27.7382969,16.3183976,38.3625468,35.7698392,26.6048156,21.1203667,21.6118281,,,,,,,,,,20.5596889,17.7041676,16.0972357,24.0059084,18.9298867,22.6571491,20.1999547,26.2336912,13.7501148
CHST15,0.02929243,0.10834935,0.0797779,0.11359311,0.03106152,0.08612604,0,0.16148856,0,0.02930111,0,0.02190655,0,0.03808849,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBTBD2,15.9014565,15.7098465,17.859756,19.9618247,13.0787109,22.6775399,9.79333087,31.1882923,12.2117965,,,,,,,,,,34.0944873,38.1393277,32.4691145,14.7164108,34.9234693,23.369631,25.2984555,22.9359162,29.8575957,,,,,,,,,,,,,,,,,,,,,,,,,,,
,122.592875,99.5777011,115.733049,64.1788692,110.833993,116.164762,103.988478,91.0805531,89.3460551,93.2545254,116.778975,132.524423,124.472737,131.380874,107.509932,135.580204,133.979467,138.159829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34.6046745,34.4297131,39.6269239,34.8758157,23.7810856,37.269963,30.2834658,30.4042618,22.8610115,18.8846383,9.50965049,18.5096293,20.5869813,25.087647,18.38161,31.2214833,29.9462364,17.5240111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNN2,837.797069,910.268113,834.452715,610.000743,957.262813,692.488102,1289.24263,519.689175,911.795965,,,,,,,,,,439.495045,508.020761,601.117586,672.614717,450.608604,659.833714,641.094085,644.421825,512.810228,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCEH1,5.2264543,4.04029732,6.02507557,9.97297781,5.01428166,8.17128664,3.6682344,10.7859425,5.07292808,,,,,,,,,,10.468727,11.2126875,8.97692946,7.30962985,8.76813998,6.66442132,7.347822,7.69927856,10.003912,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLASRP,40.9928625,33.4863732,42.8392834,69.6757211,17.2969644,44.3169659,22.3332539,100.043051,21.6491561,,,,,,,,,,106.591645,80.9334951,102.502074,39.2688077,186.827146,70.0232999,55.5923501,44.8152466,104.695925,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP2B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49867159,1.5427165,1.43896667,1.89487575,4.22418154,4.3186097,4.1707931,3.10381013,3.55268741,,,,,,,,,,2.5902302,1.97815872,1.87599172,2.21287924,1.55055298,1.35902658,2.58134615,1.30583684,1.71451811
TASP1,43.8285265,48.5178969,57.4455922,80.6840101,33.1100013,45.304544,18.5511656,108.123426,31.4024976,,,,,,,,,,99.0096977,109.645118,95.0476944,47.9517357,114.187179,66.4242219,65.5977119,59.4652621,101.775227,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8383967,23.7316546,20.31529,26.290682,26.224638,26.059347,22.323412,23.8321984,18.6509703,15.4740816,16.3525807,20.4613751,24.8221901,16.5700882,17.1580251,23.3728032,18.4789844,24.4636393,,,,,,,,,
SH2B1,34.3283406,42.4685243,38.6396396,40.5886738,45.7479145,27.2791049,37.6056411,40.919223,38.4980519,,,,,,,,,,29.5048042,37.6932585,30.5313944,36.1958779,29.8919003,31.4042326,33.9468895,37.166255,28.5508159,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8,5.04358014,3.78999876,6.15012556,4.22417242,3.44941923,8.27744745,2.54145411,3.72929023,2.6442748,,,,,,,,,,12.6138073,9.98351326,17.7823256,6.05112707,6.51951966,4.25613249,4.57981193,7.28040315,7.09794271,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4A3,5.20652546,5.32344387,7.08998244,8.15617587,6.42990827,7.37412118,3.95134043,9.53865092,3.84301341,,,,,,,,,,7.75495189,11.6772575,9.48798636,5.69562697,12.3488902,8.10954363,6.7966201,7.31181287,11.3392238,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40,9.18126319,8.29830955,7.21679513,9.23340665,5.54789991,7.20610323,3.2303941,8.30766906,7.62263691,,,,,,,,,,13.4376262,10.2779999,11.1952291,5.66192504,12.323943,10.3733385,8.64915018,6.87887658,11.3604186,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP6,96.6198794,97.7278728,111.749247,138.925541,80.7446795,105.350585,52.2940646,137.082957,106.94063,,,,,,,,,,183.027809,153.880415,129.772532,70.5472588,200.059826,143.929219,130.23099,96.7049495,155.731085,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPP4A,0.11480267,0.49541557,0.15633245,0.44519321,0.54781227,0.16877224,0.56402706,0.21096822,0.1432676,0.74643827,0.6908963,0.17171196,0.21555641,0.97029456,0.18606908,0.28794898,0.63694782,2.04932036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSPRY1,1097.94516,1269.23769,1491.41161,933.009217,961.695397,1386.98377,1512.13399,1058.49505,1276.82381,,,,,,,,,,709.284808,1088.22961,940.350354,990.31922,794.70699,857.703264,983.768274,1265.73008,1223.35099,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72449204,0.99437914,0.7599312,0.61861508,1.73792829,0.62423356,1.51341291,1.11834979,0.87327974,,,,,,,,,,1.10486152,1.26854407,1.46455449,1.44486568,1.28498176,1.16684499,2.05009125,1.6490353,1.70337465
TMEM141,438.861899,308.290029,345.182057,149.751866,319.64846,406.319168,549.362359,150.710419,324.286222,,,,,,,,,,133.786815,212.954374,230.625125,320.8271,149.799182,230.821109,287.50988,296.479362,246.601624,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDUFS2,6.25100527,6.00564991,10.4653411,6.92593436,5.85376541,7.16076505,17.3720335,5.14687101,11.3467942,5.60320857,4.47848849,2.3677852,7.77388787,7.38916627,4.29819578,5.90501082,4.65426871,5.91998197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOT1,1.30138902,0.90925234,0.51195895,0.79905384,0.82799107,1.65809063,1.42083153,0.39858499,0.54135469,,,,,,,,,,0.21984359,0.37826599,0.40641067,0.41445662,0.23861762,1.13550673,0.65748564,0.36151465,0.79642333,,,,,,,,,,,,,,,,,,,,,,,,,,,
